id,province,district,name,category,municipality_or_area,priority,research_status,geometry_type,source_routing_status,access_status,permit_layers,parent_entity_id,visitor_ready_label,match_method,permit_entry_text,how_to_visit,canonical_source_file,visitor_ready_source_file
np-karnali-dailekh-dhuleshwar,Karnali,Dailekh,Dhuleshwar,Religious site,Panchakoshi area,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Dhuleshwar,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-panchakoshi-natural-flame-heritage,Karnali,Dailekh,Panchakoshi natural-flame heritage,Geological and religious phenomenon,Multiple sites,5,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Panchakoshi natural-flame heritage,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-bhurti-temple-complex,Karnali,Dailekh,Bhurti Temple Complex,Archaeological and religious monument complex,Narayan Municipality area,5,UNESCO Tentative List / established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Bhurti Temple Complex,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-bhurti-deval-monuments,Karnali,Dailekh,Bhurti deval monuments,Archaeological monuments,Bhurti,4,Established,HOLD,routing_hold,ROUTING_HOLD,NONE,,Bhurti deval monuments,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-belaspur-temple,Karnali,Dailekh,Belaspur Temple,Religious and historical site,Dailekh area,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Belaspur Temple,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-malika-temple-landscape,Karnali,Dailekh,Malika Temple landscape,Religious site and viewpoint,Dailekh highlands,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,NONE,,Malika Temple landscape,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-mahabu-lekh,Karnali,Dailekh,Mahabu Lekh,"Hill, viewpoint and pilgrimage landscape",Northern Dailekh / Kalikot border,4,Established,HOLD,routing_hold,ROUTING_HOLD,NONE,,Mahabu Lekh,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-mahabu-pilgrimage-route,Karnali,Dailekh,Mahabu pilgrimage route,Trekking and religious route,Mahabu area,3,First-round researched,ROUTE,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Mahabu pilgrimage route,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-guranshe-hill-and-forest,Karnali,Dailekh,Guranshe hill and forest,Viewpoint and natural attraction,Dailekh–Surkhet road corridor,3,Established,ROUTE,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Guranshe hill and forest,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-rakam-karnali,Karnali,Dailekh,Rakam Karnali,River valley and settlement landscape,Aathbis Municipality,3,Established,ROUTE,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Rakam Karnali,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-karnali-river-corridor,Karnali,Dailekh,Karnali River corridor,River and natural attraction,Western Dailekh,4,Established,POINT,routable,ROUTABLE,OPERATOR_DEPENDENT;DYNAMIC,karnali-river-corridor,Karnali River corridor,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-lohore-khola-valley,Karnali,Dailekh,Lohore Khola valley,River valley and natural attraction,Central Dailekh,3,Established,POINT,routable,ROUTABLE,NONE,,Lohore Khola valley,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-chhamghat-khola-landscape,Karnali,Dailekh,Chhamghat Khola landscape,River and rural landscape,Dailekh,2,First-round researched,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Chhamghat Khola landscape,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-jwala-heritage-museum-interpretation-potential,Karnali,Dailekh,Jwala heritage museum / interpretation potential,Museum and heritage interpretation,Panchakoshi/Dullu area,2,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Jwala heritage museum / interpretation potential,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-khasa-inscriptions-landscape,Karnali,Dailekh,Khasa inscriptions landscape,Archaeological and historical heritage,Dullu and Panchakoshi cluster,4,Established,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Khasa inscriptions landscape,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-traditional-khasa-settlements,Karnali,Dailekh,Traditional Khasa settlements,Community tourism and culture,Dullu and rural municipalities,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Traditional Khasa settlements,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-dailekh-orange-growing-landscape,Karnali,Dailekh,Dailekh orange-growing landscape,Agro-tourism,Mid-hill municipalities,2,First-round researched,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Dailekh orange-growing landscape,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-dailekh-medicinal-herb-and-forest-landscape,Karnali,Dailekh,Dailekh medicinal-herb and forest landscape,Natural and livelihood landscape,Higher hills,2,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Dailekh medicinal-herb and forest landscape,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-panchakoshi-festival-and-pilgrimage-season,Karnali,Dailekh,Panchakoshi festival and pilgrimage season,Festival / living heritage,Panchakoshi circuit,3,Established,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Panchakoshi festival and pilgrimage season,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-dullu-panchakoshi-heritage-route,Karnali,Dailekh,Dullu–Panchakoshi heritage route,Cultural route,Dullu and surrounding sacred sites,4,First-round researched,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Dullu–Panchakoshi heritage route,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-dailekh-mahabu-scenic-route,Karnali,Dailekh,Dailekh–Mahabu scenic route,Scenic road / trekking route,Dailekh to Mahabu ridge,3,Needs current-status verification,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Dailekh–Mahabu scenic route,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dolpa-shey-phoksundo-national-park,Karnali,Dolpa,Shey Phoksundo National Park,National park / wildlife,"Shey Phoksundo, Dolpo Buddha, and adjoining areas",5,Government-managed,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;ENTRY_FEE,shey-phoksundo-national-park,Shey Phoksundo National Park,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-phoksundo-lake,Karnali,Dolpa,Phoksundo Lake,Lake / wetland,Shey Phoksundo Rural Municipality,5,Government-managed / Ramsar-recognized,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY,,Phoksundo Lake,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-ringmo-village,Karnali,Dolpa,Ringmo Village,Community tourism / cultural village,Phoksundo lake area,5,Established,HOLD,routing_hold,ROUTING_HOLD,PROTECTED_AREA_ENTRY;DYNAMIC,,Ringmo Village,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-tshowa-bon-monastery-ringmo,Karnali,Dolpa,"Tshowa (Bon) Monastery, Ringmo",Monastery / religious heritage,Ringmo,4,Established,POINT,routing_hold,ROUTING_HOLD,NONE,,,,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-phoksundo-waterfall,Karnali,Dolpa,Phoksundo Waterfall,Waterfall,Suligad–Phoksundo approach,4,Established; local-status verification needed,HOLD,routing_hold,ROUTING_HOLD,PROTECTED_AREA_ENTRY;DYNAMIC,,Phoksundo Waterfall,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-suligad-valley-and-trail,Karnali,Dolpa,Suligad Valley and Trail,Trekking area / river valley,Suligad–Phoksundo corridor,4,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Suligad Valley and Trail,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-shey-gompa,Karnali,Dolpa,Shey Gompa,Monastery / pilgrimage,Upper Dolpo,5,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Shey Gompa,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-crystal-mountain-shelri-shey-ri,Karnali,Dolpa,Crystal Mountain (Shelri / Shey Ri),Sacred mountain / pilgrimage,Shey area,5,Established,ROUTE,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Crystal Mountain (Shelri / Shey Ri),mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-shey-festival-landscape,Karnali,Dolpa,Shey Festival Landscape,Festival / living culture,Shey Gompa area,4,Event-based; local verification needed,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Shey Festival Landscape,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-upper-dolpo-cultural-landscape,Karnali,Dolpa,Upper Dolpo Cultural Landscape,Cultural landscape / trekking region,"Dolpo Buddha, Shey Phoksundo and Chharka Tangsong areas",5,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Upper Dolpo Cultural Landscape,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-lower-dolpo-trekking-region,Karnali,Dolpa,Lower Dolpo Trekking Region,Trekking region,Dunai–Tarap–Phoksundo approaches,5,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Lower Dolpo Trekking Region,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-dho-tarap-village,Karnali,Dolpa,Dho Tarap Village,Community tourism / cultural village,Dolpo Buddha Rural Municipality,5,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Dho Tarap Village,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-tarap-valley,Karnali,Dolpa,Tarap Valley,Valley / trekking area,Dolpo Buddha Rural Municipality,5,Established,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY,,Tarap Valley,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-saldang-village,Karnali,Dolpa,Saldang Village,Community tourism / cultural village,Shey Phoksundo Rural Municipality,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Saldang Village,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-yangjer-gompa,Karnali,Dolpa,Yangjer Gompa,Monastery / religious heritage,Saldang area,4,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Yangjer Gompa,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-tinje-village,Karnali,Dolpa,Tinje Village,Community tourism / cultural village,Chharka Tangsong Rural Municipality,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Tinje Village,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-chharka-bhot-village,Karnali,Dolpa,Chharka Bhot Village,Community tourism / cultural village,Chharka Tangsong Rural Municipality,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Chharka Bhot Village,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-mukot-village-and-valley,Karnali,Dolpa,Mukot Village and Valley,Community tourism / mountain landscape,Chharka Tangsong area,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Mukot Village and Valley,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-dunai-bazaar,Karnali,Dolpa,Dunai Bazaar,Historic town / gateway,Thuli Bheri Municipality,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Dunai Bazaar,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-juphal,Karnali,Dolpa,Juphal,Transport gateway / town,Thuli Bheri Municipality,4,Established; operational verification needed,AREA,routable,ROUTABLE,NONE,,Juphal,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-tripurasundari-temple,Karnali,Dolpa,Tripurasundari Temple,Temple / pilgrimage,Tripurasundari Municipality,4,Established,POINT,routable,ROUTABLE,NONE,,Tripurasundari Temple,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-tripurakot-heritage-settlement,Karnali,Dolpa,Tripurakot Heritage Settlement,Historical / cultural settlement,Tripurasundari Municipality,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Tripurakot Heritage Settlement,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-kaike-cultural-landscape,Karnali,Dolpa,Kaike Cultural Landscape,Indigenous culture / village cluster,Kaike Rural Municipality,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Kaike Cultural Landscape,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-tichurong-valley,Karnali,Dolpa,Tichurong Valley,Cultural landscape / trekking area,Kaike and adjoining lower Dolpo areas,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Tichurong Valley,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-num-la-pass,Karnali,Dolpa,Num La Pass,Mountain pass / trekking,Lower Dolpo route,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Num La Pass,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-baga-la-pass,Karnali,Dolpa,Baga La Pass,Mountain pass / trekking,Phoksundo–Tarap route,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Baga La Pass,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-kang-la-pass-dolpo,Karnali,Dolpa,Kang La Pass (Dolpo),Mountain pass / trekking,Shey approach,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Kang La Pass (Dolpo),mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-jeng-la-pass,Karnali,Dolpa,Jeng La Pass,Mountain pass / trekking,Tarap–Upper Dolpo route,3,Established; specialist verification needed,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Jeng La Pass,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-thuli-bheri-river-corridor,Karnali,Dolpa,Thuli Bheri River Corridor,River / scenic corridor,Dunai and southern Dolpa,3,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Thuli Bheri River Corridor,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-kanjiroba-himal-landscape,Karnali,Dolpa,Kanjiroba Himal Landscape,Mountain destination / wilderness,Shey Phoksundo National Park area,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Kanjiroba Himal Landscape,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-snow-leopard-and-blue-sheep-habitat,Karnali,Dolpa,Snow Leopard and Blue Sheep Habitat,Wildlife observation landscape,Shey Phoksundo National Park,4,Government-managed; sightings not guaranteed,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Snow Leopard and Blue Sheep Habitat,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-dolpa-yarsagumba-collection-landscapes,Karnali,Dolpa,Yarsagumba Collection Landscapes,Seasonal cultural / natural landscape,High pastures across Dolpa,3,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Yarsagumba Collection Landscapes,mention,,,provinces/karnali/districts/dolpa.md,provinces/karnali/visitor_ready/dolpa.md
np-karnali-humla-limi-valley,Karnali,Humla,Limi Valley,Cultural landscape / trekking area,Namkha Rural Municipality,Flagship,Established,ROUTE,routable,ROUTABLE,RESTRICTED_AREA_PERMIT;BORDER_CONTROL;DYNAMIC,,Limi Valley,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
np-karnali-humla-halji-village,Karnali,Humla,Halji Village,Community tourism / heritage village,"Limi, Namkha RM",Major,Established,ROUTE,routable,ROUTABLE,DYNAMIC,,Halji Village,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
np-karnali-humla-rinchenling-monastery,Karnali,Humla,Rinchenling Monastery,Buddhist monastery / heritage,"Halji, Limi",Flagship,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,BORDER_CONTROL;DYNAMIC,,Rinchenling Monastery,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
np-karnali-humla-til-village,Karnali,Humla,Til Village,Community tourism / heritage village,"Limi, Namkha RM",Major,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,BORDER_CONTROL;DYNAMIC,,Til Village,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
np-karnali-humla-jang-dzang-village,Karnali,Humla,Jang / Dzang Village,Community tourism / heritage village,"Limi, Namkha RM",Major,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,BORDER_CONTROL;DYNAMIC,,Jang / Dzang Village,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
np-karnali-humla-lapcha-la-lapcha-syar-viewpoint,Karnali,Humla,Lapcha La / Lapcha Syar Viewpoint,Mountain viewpoint / pilgrimage landscape,Namkha RM,Flagship,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,BORDER_CONTROL;DYNAMIC,,Lapcha La / Lapcha Syar Viewpoint,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
np-karnali-humla-hilsa-border-settlement,Karnali,Humla,Hilsa Border Settlement,Border gateway / historic trade route,Namkha RM,Flagship,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;OPERATOR_DEPENDENT;DYNAMIC,,Hilsa Border Settlement,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
np-karnali-humla-simikot,Karnali,Humla,Simikot,Historic town / trekking gateway,Simkot Rural Municipality,Flagship,Established,ROUTE,routable,ROUTABLE,BORDER_CONTROL,,Simikot,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
np-karnali-humla-simikot-airport,Karnali,Humla,Simikot Airport,Transport heritage / tourism gateway,Simikot,Major,Government-managed,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;OPERATOR_DEPENDENT;DYNAMIC,,Simikot Airport,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
np-karnali-humla-simikot-hilsa-trail,Karnali,Humla,Simikot–Hilsa Trail,Trekking / pilgrimage route,Simikot–Namkha corridor,Flagship,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;OPERATOR_DEPENDENT;DYNAMIC,,Simikot–Hilsa Trail,mention,,,provinces/karnali/districts/humla.md,provinces/karnali/visitor_ready/humla.md
